Page Number,School Name,Address 1,Address 2,City,State,Zip,Phone,Principal Name,School Website,District,Grades Served,Data Quality Score,Data Quality Issues
3,AIRPORT ELEM,"410 N Airport Dr, Weslaco, TX 78596",410 N Airport Dr,Weslaco,TX,78596,(956) 969-6770,Ms Ida Cuadra,http://airport.wisd.us/,Weslaco ISD,Prekindergarten - Grade 5,100,
3,AKIN ELEM,"N Ave K, Hale Center, TX 79041",N Ave K,Hale Center,TX,79041,(806) 839-2121,Sherri Locke,http://www.hcisdowls.net/,Hale Center ISD,Prekindergarten - Grade 4,100,
3,ALAMO ELEM,"6100 N Main, Baytown, TX 77521",6100 N Main,Baytown,TX,77521,(281) 420-4595,Leah Abbate,Not Found,Goose Creek CISD,Prekindergarten - Grade 5,90,School Website not available
3,ALBA-GOLDEN ELEM,"1373 CR 2377, Alba, TX 75410",1373 CR 2377,Alba,TX,75410,(903) 768-2472,Mr Chris Massey,http://www.agisd.com/,Alba-Golden ISD,Early Education - Grade 5,100,
3,ALBERT & IOLA LEE DAVIS MALVERN ELEM,"1100 Eldorado Pkwy, McKinney, TX 75069",1100 Eldorado Pkwy,McKinney,TX,75069,(469) 302-5300,Rhonda Gilliam,Not Found,McKinney ISD,Kindergarten - Grade 5,90,School Website not available
3,ALBERTO AND CELIA BARRERA ELEM,"1400 N Lopez St, Rio Grande City, TX 78582",1400 N Lopez St,Rio Grande City,TX,78582,(956) 716-6917,Mr Miguel David Guerrero,http://www.rgccisd.org/,Rio Grande City Grulla ISD,Prekindergarten - Grade 5,100,
3,ALCORTA ELEM,"2650 S 32nd St, Abilene, TX 79605",2650 S 32nd St,Abilene,TX,79605,(325) 690-3602,Michele Josselet,http://www.abileneisd.org/,Abilene ISD,Kindergarten - Grade 5,100,
4,ALCOTT ELEM,"5859 Bellfort, Houston, TX 77033",5859 Bellfort,Houston,TX,77033,(713) 732-3540,Ms Kim J Williams,http://www.houstonisd.org/,Houston ISD,Prekindergarten - Grade 5,100,
4,ALDERSON ELEM,"219 Walnut Ave, Lubbock, TX 79403",219 Walnut Ave,Lubbock,TX,79403,(806) 219-8000,Drue Coleman,Not Found,Lubbock ISD,Prekindergarten - Grade 5,90,School Website not available
4,ALDRIDGE ELEM,"720 Pleasant Valley Ln, Richardson, TX 75080",720 Pleasant Valley Ln,Richardson,TX,75080,(469) 752-0000,Ms Antreshawn Buhl,http://www.pisd.edu/,Plano ISD,Kindergarten - Grade 5,100,
4,ALEX SANGER PREPARATORY SCHOOL,"8410 San Leandro Dr, Dallas, TX 75218",8410 San Leandro Dr,Dallas,TX,75218,(972) 749-7600,Hector Martinez,http://www.dallasisd.org/sanger,Dallas ISD,Prekindergarten - Grade 8,100,
4,ALEXANDER ELEM,"8500 Brookwulf, Houston, TX 77099",8500 Brookwulf,Houston,TX,77099,(281) 983-8300,Ms Kathleen Difelice,http://www.aliefisd.net/,Alief ISD,Early Education - Grade 4,100,
4,ALFONSO RAMIREZ ELEM,"1700 W Alberta Rd, Edinburg, TX 78539",1700 W Alberta Rd,Edinburg,TX,78539,(956) 289-2425,Ms Priscilla Trigo,Not Found,Edinburg CISD,Prekindergarten - Grade 5,90,School Website not available
4,ALFRED SORENSEN ELEM,"701 E Sam Houston, San Juan, TX 78589",701 E Sam Houston,San Juan,TX,78589,(956) 354-2910,Giselle Martinez,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
4,ALICE CARLSON APPLIED LRN CTR,"3320 W Cantey St, Fort Worth, TX 76109",3320 W Cantey St,Fort Worth,TX,76109,(817) 815-5700,Ms Elizabeth Kelz,http://www.fortworthisd.org/,Fort Worth ISD,Kindergarten - Grade 5,100,
4,ALICE D CONTRERAS,"4100 Lubbock Ave, Fort Worth, TX 76115",4100 Lubbock Ave,Fort Worth,TX,76115,(817) 814-7800,Amelia Cortes Rangel,http://www.fortworthisd.org/,Fort Worth ISD,Prekindergarten - Grade 5,100,
4,ALICE MOORE ALEXANDER,"800 Mack Pl, Denton, TX 76209",800 Mack Pl,Denton,TX,76209,(940) 369-3500,Miss Lindsay Henderson,Not Found,Denton ISD,Prekindergarten - Grade 5,90,School Website not available
4,ALICE PONDER ELEM,"101 Pleasant Ridge Dr, Mansfield, TX 76063",101 Pleasant Ridge Dr,Mansfield,TX,76063,(817) 299-7700,Mr David Thayer,http://ponder.mansfieldisd.org/,Mansfield ISD,Early Education - Grade 4,100,
4,ALICE W DOUSE ELEM,"700 Rebecca Lynn Ln, Killeen, TX 76542",700 Rebecca Lynn Ln,Killeen,TX,76542,(254) 336-7480,Ms Stephanie Ford,http://www.killeenisd.org/,Killeen ISD,Prekindergarten - Grade 5,100,
4,ALICIA R CHACON INTERNATIONAL,"920 Burgundy Dr, El Paso, TX 79907",920 Burgundy Dr,El Paso,TX,79907,(915) 434-9200,Ms Candice Arispe,http://aliciachacon.yisd.net/,Ysleta ISD,Kindergarten - Grade 8,100,
4,ALIEF MONTESSORI COMMUNITY SCHOOL,"12013 6th St, Houston, TX 77072",12013 6th St,Houston,TX,77072,(281) 530-9406,Delia Presillas,http://amcsmontessori.org/,Alief Montessori Community School,Prekindergarten - Grade 8,100,
4,ALKEK ELEM,"1798 Hwy 173 S, Bandera, TX 78003",1798 Hwy 173 S,Bandera,TX,78003,(830) 460-3900,Ms Dixie Moseley,http://banderaisd.net/,Bandera ISD,Early Education - Grade 5,100,
5,ALLEN & WILLIAM ARNOLD ELEM,"615 W El Dora Rd, Pharr, TX 78577",615 W El Dora Rd,Pharr,TX,78577,(956) 354-2710,Pedro Trevino,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
5,ALLEN ELEM,"101 Dumont Dr, San Antonio, TX 78227",101 Dumont Dr,San Antonio,TX,78227,(210) 397-0800,Ms Erika Zagala,http://nisd.net/,Northside ISD,Early Education - Grade 5,100,
5,ALLEN ELEM,"5800 Legacy Dr, Frisco, TX 75034",5800 Legacy Dr,Frisco,TX,75034,(469) 633-3800,Ms Michele Lott,http://www.friscoisd.org/,Frisco ISD,Kindergarten - Grade 5,100,
5,ALLEN ELEM,"1414 18th St, Corpus Christi, TX 78404",1414 18th St,Corpus Christi,TX,78404,(361) 878-2140,Ms Jennifer Allen-Perez,http://allen.ccisd.us/,Corpus Christi ISD,Prekindergarten - Grade 5,100,
5,ALLIENE MULLENDORE ELEM,"4100 Flory St, North Richland Hills, TX 76180",4100 Flory St,North Richland Hills,TX,76180,(817) 547-1900,Merritt Dobecka,http://www.birdvilleschools.net/,Birdville ISD,Early Education - Grade 5,100,
5,ALLISON ELEM,"515 Vargas Rd, Austin, TX 78741",515 Vargas Rd,Austin,TX,78741,(512) 414-2004,Ms Lupe Molina,http://www.austinisd.org/schools/allison,Austin ISD,Prekindergarten - Grade 5,100,
5,ALMA BREWER STRAWN ELEM,"9000 FM 1854, Dale, TX 78616",9000 FM 1854,Dale,TX,78616,(512) 398-0630,Benjamin Grijalva,Not Found,Lockhart ISD,Kindergarten - Grade 5,90,School Website not available
5,ALMEDA ELEM,"14249 Bridgeport Rd, Houston, TX 77047",14249 Bridgeport Rd,Houston,TX,77047,(713) 434-5620,Mr Ian Olmstead,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
5,ALOE ELEM,"62 Chaparral, Victoria, TX 77901",62 Chaparral,Victoria,TX,77901,(361) 788-9509,Mrs Kristina Hurley,Not Found,Victoria ISD,Prekindergarten - Grade 5,90,School Website not available
5,ALONSO S PERALES ELEM,"1507 Ceralvo St, San Antonio, TX 78237",1507 Ceralvo St,San Antonio,TX,78237,(210) 898-4260,Mr Jorge Medrano,http://www.eisd.net/,Edgewood ISD,Prekindergarten - Grade 5,100,
5,ALPINE ELEM,"200 E Ave A, Alpine, TX 79830",200 E Ave A,Alpine,TX,79830,(432) 837-7730,Mr Curtis Wubbena,http://www.alpine.esc18.net/,Alpine ISD,Prekindergarten - Grade 4,100,
5,ALTA LOMA ELEM,"1700 N Garfield St, San Angelo, TX 76901",1700 N Garfield St,San Angelo,TX,76901,(325) 947-3914,Lauri Herndon,http://altaloma.saisd.org/,San Angelo ISD,Early Education - Grade 5,100,
5,ALTA VISTA ELEM,"3637 Alta Vista Dr, Waco, TX 76706",3637 Alta Vista Dr,Waco,TX,76706,(254) 662-3050,Ms Lindsey Helton,http://altavista.wacoisd.org/cms/One.aspx,Waco ISD,Prekindergarten - Grade 5,100,
5,ALTO BONITO ELEM,"753 FM 2360, Rio Grande City, TX 78582",753 FM 2360,Rio Grande City,TX,78582,(956) 370-4238,Mrs Yvette Pena,Not Found,Rio Grande City Grulla ISD,Prekindergarten - Grade 5,90,School Website not available
5,ALTO ELEM,"236 CR 2429, Alto, TX 75925",236 CR 2429,Alto,TX,75925,(936) 858-7170,Mrs Candis Mabry,Not Found,Alto ISD,Prekindergarten - Grade 4,90,School Website not available
6,ALTON BOWEN ELEM,"3870 Copperfield Dr, Bryan, TX 77802",3870 Copperfield Dr,Bryan,TX,77802,(979) 209-1300,Mrs Kimberly Guess,http://bowen.bryanisd.org/,Bryan ISD,Early Education - Grade 4,100,
6,ALTON BOYD ELEM,"800 Jupiter Rd, Allen, TX 75002",800 Jupiter Rd,Allen,TX,75002,(972) 727-0560,Ms Roxxy Griffin,http://www.allenisd.org/web/Boyd_Elementary/Index.htm,Allen ISD,Kindergarten - Grade 6,100,
6,ALTON ELEM,"205 N Chicago, Alton, TX 78573",205 N Chicago,Alton,TX,78573,(956) 323-7600,Mrs Blanca Lopez,Not Found,Mission CISD,Prekindergarten - Grade 5,90,School Website not available
6,ALTON ELEM,"1210 S Market St, Brenham, TX 77833",1210 S Market St,Brenham,TX,77833,(979) 277-3870,Mr Michael Ogg,Not Found,Brenham ISD,Kindergarten - Grade 4,90,School Website not available
6,ALVARADO ELEM-NORTH,"1500 N Cummings, Alvarado, TX 76009",1500 N Cummings,Alvarado,TX,76009,(817) 783-6863,Ms Kristi Payne,http://alvaradoisd.net/,Alvarado ISD,Early Education - Grade 2,100,
6,ALVARADO ELEM-SOUTH,"1000 E Davis, Alvarado, TX 76009",1000 E Davis,Alvarado,TX,76009,(817) 783-6880,Ms Jalynn Burnes,http://alvaradoisd.net/,Alvarado ISD,Prekindergarten - Grade 2,100,
6,ALVAREZ ELEM,"2606 Gumwood Ave, McAllen, TX 78501",2606 Gumwood Ave,McAllen,TX,78501,(956) 971-4471,Mrs Melissa Lara,http://alvarez.mcallenisd.org/,McAllen ISD,Prekindergarten - Grade 5,100,
6,ALVIN ELEM,"2200 Westpark Dr, Alvin, TX 77511",2200 Westpark Dr,Alvin,TX,77511,(281) 585-2511,Mrs Lori Gonzalez,http://www.alvinisd.net/Domain/9,Alvin ISD,Early Education - Grade 5,100,
6,ALVIS C STORY ELEM,"1550 Edelweiss Dr, Allen, TX 75002",1550 Edelweiss Dr,Allen,TX,75002,(972) 727-0570,Mrs Amanda Tabor,http://www.allenisd.org/web/Story_Elementary/Index.htm,Allen ISD,Kindergarten - Grade 6,100,
6,ALVORD ELEM,"711 W Stadium Dr, Alvord, TX 76225",711 W Stadium Dr,Alvord,TX,76225,(940) 427-2881,Jamie Mitchell,http://www.alvordisd.net/,Alvord ISD,Early Education - Grade 5,100,
6,AMANDA GARZA-PENA ELEM,"500 E FM 495, San Juan, TX 78589",500 E FM 495,San Juan,TX,78589,(956) 354-2800,Ms Judith Canales,http://psjaisd.us/,Pharr-San Juan-Alamo ISD,Prekindergarten - Grade 5,100,
6,AMANDA ROCHELL ELEM,"899 Rochell Ct, Rockwall, TX 75032",899 Rochell Ct,Rockwall,TX,75032,(972) 771-2112,Ms Lindy Lewis,http://www.rockwallisd.com/Domain/14,Rockwall ISD,Prekindergarten - Grade 6,100,
6,AMARILLO COLLEGIATE ACADEMY,"6000 S Georgia, Amarillo, TX 79119",6000 S Georgia,Amarillo,TX,79119,(806) 367-5447,Mr Michael Griffin,http://www.responsiveed.com/,Texas College Preparatory Academies,Kindergarten - Grade 12,100,
6,AMBASSADORS PREPARATORY ACADEMY,"5001 Ave U, Galveston, TX 77551",5001 Ave U,Galveston,TX,77551,(409) 762-1115,Rachelle Joseph-Beafneaux,http://www.apagalv.org/,Ambassadors Preparatory Academy,Prekindergarten - Grade 8,100,
6,AMELIA ELEM,"565 S Major Dr, Beaumont, TX 77707",565 S Major Dr,Beaumont,TX,77707,(409) 617-6000,Yvonne Dupoont,http://www.bmtisd.com/amelia,Beaumont ISD,Early Education - Grade 5,100,
7,AMHERST SCHOOL,"101 N Main St, Amherst, TX 79312",101 N Main St,Amherst,TX,79312,(806) 246-3221,Jose Gonzales,http://www.amherstisd.com/,Amherst ISD,Prekindergarten - Grade 12,100,
7,AMIGOS POR VIDA-FRIENDS FOR LIFE CHARTER SCHOOL,"5503 El Camino Del Rey, Houston, TX 77081",5503 El Camino Del Rey,Houston,TX,77081,(713) 349-9945,Mr Freddy Delgado,http://www.amigosporvida.com/,Amigos Por Vida-Friends for Life Pub Chtr Sch,Prekindergarten - Grade 8,100,
7,AMOS ELEM,"3100 Daniel Dr, Arlington, TX 76014",3100 Daniel Dr,Arlington,TX,76014,(682) 867-4700,Chelsea Broughton,http://www.aisd.net/amos-elementary,Arlington ISD,Prekindergarten - Grade 6,100,
7,AMPARO GUTIERREZ ELEM,"505 Calle Del Norte, Laredo, TX 78041",505 Calle Del Norte,Laredo,TX,78041,(956) 473-4400,Mrs Michelle Cantu,http://www.uisd.net/,United ISD,Early Education - Grade 5,100,
7,AMY PARKS-HEATH ELEM,"330 Laurence Dr, Heath, TX 75032",330 Laurence Dr,Heath,TX,75032,(972) 772-4300,Ms Amy Sparks,http://www.rockwallisd.com/Domain/15,Rockwall ISD,Kindergarten - Grade 6,100,
7,ANAHUAC ELEM,"906 Ross Sterling, Anahuac, TX 77514",906 Ross Sterling,Anahuac,TX,77514,(409) 267-2060,Latisha Fitzgerald-Powell,http://anahuacisd.net/,Anahuac ISD,Early Education - Grade 5,100,
7,ANDERSON ELEM,"2800 Oakland Hills Dr, Plano, TX 75025",2800 Oakland Hills Dr,Plano,TX,75025,(469) 633-2300,Ms Laura Del Hierro,http://www.friscoisd.org/,Frisco ISD,Kindergarten - Grade 5,100,
7,ANDERSON ELEM,"5727 Ludington Dr, Houston, TX 77035",5727 Ludington Dr,Houston,TX,77035,(713) 726-3600,Ms Erica Tran,http://www.houstonisd.org/,Houston ISD,Early Education - Grade 5,100,
7,ANDERSON ELEM,"6218 Lynngate Dr, Spring, TX 77373",6218 Lynngate Dr,Spring,TX,77373,(281) 891-8360,Ms Kristin Falcon,http://www.springisd.org/aes/,Spring ISD,Early Education - Grade 5,100,
7,ANDERSON ELEM,"1414 E Dallas, Conroe, TX 77301",1414 E Dallas,Conroe,TX,77301,(936) 709-5300,Ms Laura Quinones,http://www.conroeisd.net/,Conroe ISD,Early Education - Grade 4,100,
7,ANDERSON ELEM,"1101 Timberlake Dr, Arlington, TX 76010",1101 Timberlake Dr,Arlington,TX,76010,(682) 867-7750,Ms Angela Peragine,http://www.aisd.net/anderson-elementary,Arlington ISD,Early Education - Grade 6,100,
7,ANDERSON MILL ELEM,"10610 Salt Mill Hollow, Austin, TX 78750",10610 Salt Mill Hollow,Austin,TX,78750,(512) 428-3700,Amanda Molina,http://schools.roundrockisd.org/andersonmill/,Round Rock ISD,Prekindergarten - Grade 5,100,
7,ANDERSON-SHIRO ELEM,"458 FM 149 W, Anderson, TX 77830",458 FM 149 W,Anderson,TX,77830,(936) 873-4525,Mrs Stacey Zielonka,http://www.anderson-shirocisd.net/elementary.htm,Anderson-Shiro CISD,Prekindergarten - Grade 5,100,
7,ANDRE ELEM,"8111 Fry Rd, Cypress, TX 77433",8111 Fry Rd,Cypress,TX,77433,(281) 463-5500,Dr Carmen Lozano,http://www.cfisd.net/,Cypress-Fairbanks ISD,Early Education - Grade 5,100,
7,ANDREWS ELEM,"2520 Scenic Dr, Plano, TX 75025",2520 Scenic Dr,Plano,TX,75025,(469) 752-3900,Ms Joy Lovell,http://www.pisd.edu/,Plano ISD,Kindergarten - Grade 5,100,
8,ANDREWS ELEM,"4015 Moore Ave, Portland, TX 78374",4015 Moore Ave,Portland,TX,78374,(361) 777-4048,Mrs Analese Tennyson,http://www.g-pisd.org/,Gregory-Portland ISD,Prekindergarten - Grade 5,100,
8,ANDREWS ELEM,"6801 Northeast Dr, Austin, TX 78723",6801 Northeast Dr,Austin,TX,78723,(512) 414-1770,Audrey Guerrero,http://www.austinisd.org/schools/andrews,Austin ISD,Prekindergarten - Grade 5,100,
8,ANGELA GERUSA LEAL ELEM,"33356 FM 732, San Benito, TX 78586",33356 FM 732,San Benito,TX,78586,(956) 276-5055,Ms Diane Jacquez,Not Found,San Benito CISD,Prekindergarten - Grade 5,90,School Website not available
8,ANITA SCOTT ELEM,"1401 Erby Campbell Blvd, Royse City, TX 75189",1401 Erby Campbell Blvd,Royse City,TX,75189,(972) 636-3300,Teresa Atkins,http://www.rcisd.org/,Royse City ISD,Prekindergarten - Grade 5,100,
8,ANN BROCK ELEM AT OAK GROVE,"12000 Oak Grove Rd, Fort Worth, TX 76028",12000 Oak Grove Rd,Fort Worth,TX,76028,(817) 245-3800,Kimberly A Kimberling,http://brock.burlesonisd.net/,Burleson ISD,Early Education - Grade 5,100,
8,ANN WHITNEY ELEM,"400 S College, Hamilton, TX 76531",400 S College,Hamilton,TX,76531,(254) 386-8166,James Slone,http://www.hamiltonisd.org/,Hamilton ISD,Early Education - Grade 5,100,
8,ANNA MAY DAULTON ELEM,"2607 N Grand Peninsula Dr, Grand Prairie, TX 75054",2607 N Grand Peninsula Dr,Grand Prairie,TX,75054,(817) 299-6640,Mr Derek Gammon,http://daulton.mansfieldisd.org/,Mansfield ISD,Kindergarten - Grade 4,100,
8,ANNE FRANK ELEM,"5201 Celestial Rd, Dallas, TX 75204",5201 Celestial Rd,Dallas,TX,75204,(972) 502-5900,Beverly Mullins Ford,http://www.dallasisd.org/frank,Dallas ISD,Early Education - Grade 5,100,
8,ANNE FRANK INSPIRE ACADEMY,"11216 Bandera Rd, San Antonio, TX 78249",11216 Bandera Rd,San Antonio,TX,78249,(210) 638-5900,April Maas,http://braination.net/,Inspire Academies,Kindergarten - Grade 12,100,
8,ANNE L MAGEE ELEM,"3420 Rogers Rd, Edinburg, TX 78541",3420 Rogers Rd,Edinburg,TX,78541,(956) 289-2306,Ms Armidia Rios,Not Found,Edinburg CISD,Prekindergarten - Grade 5,90,School Website not available
